순번/순위,구분,상품명,ISBN,ISBN13,부가기호,출판사/제작사,저자/아티스트,정가,판매가,할인액,할인율,마일리지,출간일,세일즈포인트
"909","컴퓨터/모바일","다빈치 리졸브 12.5","K682535232","9791195539031","03800","힐북","힐북디자인랩.이용태 지음","30,000","27,000","3,000","10%","1,500점","20161111","1136"
"910","컴퓨터/모바일","시작하세요! Motion 5","K042635915","9791158391553","93000","위키북스","박경인 지음","36,000","32,400","3,600","10%","1,800점","20190607","1131"
"911","컴퓨터/모바일","Play! Solidworks 2017 솔리드웍스 Basic","8994636773","9788994636771","93550","청담북스","원동현 지음","30,000","27,000","3,000","10%","1,500점","20170115","1118"
"912","컴퓨터/모바일","진짜 하루만에 끝내는 프리미어","K012635658","9791195733774","13000","T.W.I.G(티더블유아이지)(주)","김수진 지음","19,800","17,820","1,980","10%","990점","20190902","1111"
"913","컴퓨터/모바일","제대로 알고 쓰는 R 통계분석","K362535381","9791156642640","93310","한빛아카데미(교재)","이윤환 지음","25,000","25,000","0","0%","0점","20160805","1110"
"914","컴퓨터/모바일","엑셀 & 파워포인트 & 워드 2019 + 한글 무작정 따라하기","K762635790","9791160507560","03000","길벗","박미정.박은진 지음","19,000","17,100","1,900","10%","950점","20190416","1106"
"915","컴퓨터/모바일","생활코딩! PHP + MySQL","K362534127","9791158391348","93000","위키북스","이고잉 지음","27,000","24,300","2,700","10%","1,350점","20190115","1100"
"916","컴퓨터/모바일","파이썬으로 만드는 OpenCV 프로젝트","8966262414","9788966262410","93000","인사이트","이세우 지음","36,000","32,400","3,600","10%","1,800점","20190328","1098"
"917","컴퓨터/모바일","프로그래밍 면접 이렇게 준비한다","K172635329","9791162241998","93000","한빛미디어","존 몽건 & 에릭 기게리 & 노아 수오야넨 킨들러 지음, 서환수 옮김","28,000","25,200","2,800","10%","1,400점","20190704","1096"
"918","컴퓨터/모바일","데이터 전처리 대전","K552636489","9791162242247","93000","한빛미디어","모토하시 도모미쓰 지음, 윤준 옮김","30,000","27,000","3,000","10%","1,500점","20191101","1094"
"919","컴퓨터/모바일","처음부터 다시 배우는 웹 기획","8968482993","9788968482991","93000","한빛미디어","정재용.최준호.조영수 지음","28,000","25,200","2,800","10%","1,400점","20160715","1089"
"920","컴퓨터/모바일","최범균의 JSP 2.3 웹 프로그래밍 기초부터 중급까지","8980782802","9788980782802","13560","가메출판사","최범균 지음","27,000","24,300","2,700","10%","1,350점","20151113","1089"
"921","컴퓨터/모바일","캐릭터 셋업 테크닉","8996468649","9788996468646","13000","비엘북스","이상원 지음","39,000","35,100","3,900","10%","1,950점","20160330","1086"
"922","컴퓨터/모바일","You Don't Know JS : 타입과 문법, 스코프와 클로저","8968488525","9788968488528","94000","한빛미디어","카일 심슨 지음, 이일웅 옮김","24,000","21,600","2,400","10%","1,200점","20170701","1076"
"923","컴퓨터/모바일","최이진의 믹싱과 마스터링","8994404325","9788994404325","13000","노하우","최이진 지음","29,000","26,100","2,900","10%","1,450점","20161228","1076"
"924","컴퓨터/모바일","전문가를 위한 C++","K572635854","9791162242087","93000","한빛미디어","마크 그레고리 지음, 남기혁 옮김","68,000","61,200","6,800","10%","3,400점","20190820","1074"
"925","컴퓨터/모바일","파워포인트 2013","1156641373","9791156641377","93000","한빛아카데미(교재)","채종서.차유빈 지음","20,000","20,000","0","0%","0점","20141217","1065"
"926","컴퓨터/모바일","글로벌셀러 창업 & 운영하기","K812534911","9791185455143","13000","휴먼하우스","안영신 지음","30,000","27,000","3,000","10%","1,500점","20181220","1062"
"927","컴퓨터/모바일","Vue.js 코딩 공작소","K452636666","9791160509229","93000","길벗","에릭 한쳇.벤자민 리스트원 지음, 정용석 옮김","24,000","21,600","2,400","10%","1,200점","20190920","1055"
"928","컴퓨터/모바일","리눅스 커맨드라인 완벽 입문서","8994774297","9788994774299","93560","비제이퍼블릭","윌리엄 E. 샤츠 주니어 지음, 이종우.정영신 옮김","32,000","28,800","3,200","10%","1,600점","20130114","1054"
"929","컴퓨터/모바일","컴퓨터 프로그램의 구조와 해석","8966261701","9788966261703","14000","인사이트","해럴드 애빌슨 외 지음, 김수정 외 옮김, 이광근 감수","43,000","38,700","4,300","10%","2,150점","20160130","1053"
"930","컴퓨터/모바일","UML, 실전에서는 이것만 쓴다","8991268935","9788991268937","13560","인사이트","로버트 C 마틴 지음, 이용원 외 옮김","20,000","18,000","2,000","10%","1,000점","20100104","1052"
"931","컴퓨터/모바일","데이터 분석을 위한 SQL 레시피","K432532222","9791162240601","93000","한빛미디어","가사키 나가토.다미야 나오토 지음, 윤인성 옮김","36,000","32,400","3,600","10%","1,800점","20180401","1050"
"932","컴퓨터/모바일","소프트웨어 공학 에센셜","8970508295","9788970508290","93000","생능출판사","윤청 지음","33,000","33,000","0","0%","1,650점","20150225","1044"
"933","컴퓨터/모바일","회사에서 바로 통하는 실무 엑셀 데이터 활용 + 분석","K172635018","9791162241851","13000","한빛미디어","김경자.송선영 지음","22,000","19,800","2,200","10%","1,100점","20190610","1037"
"934","컴퓨터/모바일","잠자는 코딩 브레인을 깨우는 알고리즘 퍼즐 69","8965402328","9788965402329","93000","프리렉","마스이 토시카츠 지음, 윤인성 옮김","22,000","19,800","2,200","10%","1,100점","20190201","1036"
"935","컴퓨터/모바일","카프카, 데이터 플랫폼의 최강자","K652532434","9791196203726","93000","책만","고승범.공용준 지음","30,000","27,000","3,000","10%","1,500점","20180426","1030"
"936","컴퓨터/모바일","3D 초급자를 위한 Maya 2017 Modeling","K192535624","9791195341580","13000","이오","이승엽.김봉규 지음","32,000","28,800","3,200","10%","1,600점","20161020","1020"
"937","컴퓨터/모바일","스무디 한 잔 마시며 끝내는 React Native","K542636697","9791190014625","93000","비제이퍼블릭","김정헌 지음","30,000","27,000","3,000","10%","1,500점","20191122","1017"
"938","컴퓨터/모바일","코딩책과 함께 보는 소프트웨어 개념 사전","8958205954","9788958205951","03560","궁리","김현정 지음","16,000","14,400","1,600","10%","800점","20190712","1016"
"939","컴퓨터/모바일","기초 수학으로 이해하는 머신러닝 알고리즘","K642532903","9791158390914","93000","위키북스","타테이시 켄고 지음, 김범준 옮김","22,000","19,800","2,200","10%","1,100점","20180213","1015"
"940","컴퓨터/모바일","회사에서 바로 통하는 엑셀 2016 for starters","8968483450","9788968483455","14000","한빛미디어","전미진 지음","11,500","10,350","1,150","10%","570점","20170315","1011"
"941","컴퓨터/모바일","양자 컴퓨팅 입문","K412636842","9791161753867","93000","에이콘출판","파라그 랄라 지음, 이태휘 옮김","21,000","18,900","2,100","10%","1,050점","20200131","1010"
"942","컴퓨터/모바일","화이트 해커를 위한 웹 해킹의 기술","K892533267","9791186697634","93000","비제이퍼블릭","최봉환 지음","28,000","25,200","2,800","10%","1,400점","20180629","1008"
"943","컴퓨터/모바일","새로 쓴 소프트웨어 공학","8935305227","9788935305223","93000","정익사","최은만 지음","40,000","40,000","0","0%","1,200점","20141220","1008"
"944","컴퓨터/모바일","SF 사전","8997716018","9788997716012","03560","비즈앤비즈","크로노스케이프 지음, 김훈 옮김","19,000","17,100","1,900","10%","950점","20120505","1002"
"945","컴퓨터/모바일","혼자서도 할 수 있는 블로그마켓 : 실전! 홈페이지형.쇼핑몰형 디자인","K292635242","9791185553566","13000","앤써북","정하림.강윤정.도매꾹도매매교육센터 지음","21,000","18,900","2,100","10%","1,050점","20190810","992"
"946","컴퓨터/모바일","자기주도 C언어 프로그래밍","K832635627","9791159065422","93000","복두출판사","김동규 지음","18,000","18,000","0","0%","900점","20190701","992"
"947","컴퓨터/모바일","리눅스 시스템 프로그래밍","8968481482","9788968481482","93000","한빛미디어","로버트 러브 지음, 김영근 옮김","35,000","31,500","3,500","10%","1,750점","20150102","992"
"948","컴퓨터/모바일","운영체제","6000815642","9791195444939","93560","프로텍미디어","윌리엄 스톨링스 지음, 전광일 외 옮김, 조유근 감수","35,000","35,000","0","0%","0점","20150302","987"
"949","컴퓨터/모바일","김태용의 리눅스 쉘 스크립트 프로그래밍 입문","8996241024","9788996241027","93560","제이펍","김태용 지음","32,000","28,800","3,200","10%","1,600점","20090930","986"
"950","컴퓨터/모바일","엑셀과 파워포인트 2016","8970187987","9788970187983","","기한재","김신령 지음","28,000","28,000","0","0%","840점","20191220","980"
"951","컴퓨터/모바일","파워디렉터로 UCC 동영상 편집 고수되기","K402434744","9791195546855","13000","비비드북","비비드북 교재개발실 지음","10,000","9,000","1,000","10%","500점","20160418","971"
"952","컴퓨터/모바일","스프링 부트 시작하기","8966262309","9788966262304","93000","인사이트","김인우 지음","22,000","19,800","2,200","10%","1,100점","20190325","968"
"953","컴퓨터/모바일","파이썬으로 배우는 응용 텍스트 분석","K492636004","9791188621774","93000","제이펍","벤자민 벵포트.레베카 빌브로.토니 오제다 지음, 박진수 옮김","27,000","24,300","2,700","10%","1,350점","20191129","967"
"954","컴퓨터/모바일","된다! 맥북 & 아이맥","K292636683","9791163031147","13000","이지스퍼블리싱","김기백 외 지음","15,500","13,950","1,550","10%","770점","20191025","966"
"955","컴퓨터/모바일","PC 진단 문제해결 무작정 따라하기 (윈도우 10)","K912535589","9791187345398","03000","길벗","이순원 지음","29,000","26,100","2,900","10%","1,450점","20160711","965"
"956","컴퓨터/모바일","처음 배우는 데이터 과학","K002532001","9791162240472","93000","한빛미디어","필드 케이디 지음, 최근우 옮김","28,000","25,200","2,800","10%","1,400점","20180207","964"
"957","컴퓨터/모바일","해킹 : 공격의 예술","8960771260","9788960771260","14560","에이콘출판","존 에릭슨 지음, 장재현 외 옮김","30,000","27,000","3,000","10%","1,500점","20100319","960"
"958","컴퓨터/모바일","제프리 리처의 Windows via C/C++ (복간판)","8979146213","9788979146219","93560","한빛미디어","제프리 리처.크리스토프 나자르 지음, 김명신 옮김","42,000","37,800","4,200","10%","2,100점","20190401","960"
"959","컴퓨터/모바일","함수형 자바스크립트 프로그래밍","8966262120","9788966262120","93000","인사이트","유인동 지음","29,000","26,100","2,900","10%","1,450점","20171122","951"
"960","컴퓨터/모바일","텐서플로와 유니티 ML-Agents로 배우는 강화학습","K792636015","9791158391430","93000","위키북스","민규식 외 지음","36,000","32,400","3,600","10%","1,800점","20200102","945"
"961","컴퓨터/모바일","게임 기획의 멘토링","K632533065","9791162890028","93000","북스홀릭퍼블리싱","박재석 지음","30,000","30,000","0","0%","0점","20180620","936"
"962","컴퓨터/모바일","누구나 자료 구조와 알고리즘","K072533779","9791160505061","93000","길벗","제이 웬그로우 지음, 심지현 옮김","16,000","14,400","1,600","10%","800점","20180630","934"
"963","컴퓨터/모바일","어서와 C언어는 처음이지!","K522433226","9791185578194","13000","인피니티북스","그렉 페리, 딘 밀러 지음, 천인국 옮김","24,000","24,000","0","0%","1,200점","20150710","932"
"964","컴퓨터/모바일","컴퓨팅 사고를 위한 파이썬","8970509720","9788970509723","03000","생능출판사","한선관.김태령 지음","29,000","27,550","1,450","5%","1,450점","20190228","915"
"965","컴퓨터/모바일","IoT 사물인터넷을 위한 라즈베리파이 4 정석","K212636900","9791185553573","13000","앤써북","최주호.김재범.정동진 지음","22,000","19,800","2,200","10%","1,100점","20191130","910"
"966","컴퓨터/모바일","프로 사진가 92명의 사진 구도와 풍경 사진","8997390635","9788997390632","14660","이지스퍼블리싱","하기하라 시로우 지음","27,000","24,300","2,700","10%","1,350점","20150415","908"
"967","컴퓨터/모바일","하루 3분 네트워크 교실","8931454724","9788931454727","13000","영진.com(영진닷컴)","아미노 에이지 지음, 김현주 옮김","18,000","16,200","1,800","10%","900점","20160830","907"
