순번/순위,구분,상품명,ISBN,ISBN13,부가기호,출판사/제작사,저자/아티스트,정가,판매가,할인액,할인율,마일리지,출간일,세일즈포인트
"233","컴퓨터/모바일","자료구조","8970509410","9788970509419","93000","생능출판사","최영규.천인국.공용해 지음","28,000","28,000","0","0%","840점","20180126","2297"
"234","컴퓨터/모바일","아두이노 101","8968484783","9788968484780","93000","한빛미디어","서영배 지음","18,000","16,200","1,800","10%","900점","20161015","2202"
"235","컴퓨터/모바일","MySQL로 배우는 데이터베이스 개론과 실습","K022635059","9791156644576","93000","한빛아카데미(교재)","박우창 외 지음","27,000","27,000","0","0%","1,350점","20190815","2101"
"236","컴퓨터/모바일","마이크로카피","K032532332","9791161751290","94000","에이콘출판","킨너렛 이프라 지음, 변상희 옮김","28,000","25,200","2,800","10%","1,400점","20180430","2095"
"237","컴퓨터/모바일","파이썬 머신러닝 판다스 데이터 분석","8956748330","9788956748337","13000","정보문화사","오승환 지음","25,000","22,500","2,500","10%","1,250점","20190615","1892"
"238","컴퓨터/모바일","초등 코딩 엔트리 무작정 따라하기","K392636876","9791160509199","73000","길벗","에이럭스 코딩 교육 연구소.곽혜미 지음, 송다영 감수","16,000","14,400","1,600","10%","800점","20190930","1828"
"239","컴퓨터/모바일","배워서 바로 쓰는 14가지 AWS 구축 패턴","K802637203","9791162242841","93000","한빛미디어","가와카미 아키히사 지음, 정도현 옮김","18,000","16,200","1,800","10%","900점","20200301","1760"
"240","컴퓨터/모바일","인터넷 해킹과 보안","K082531796","9791156643272","93000","한빛아카데미(교재)","김경곤 지음","25,000","25,000","0","0%","0점","20170630","1623"
"241","컴퓨터/모바일","C언어 스케치","8992649622","9788992649629","93560","인피니티북스","강환수.이동규.최재승 지음","23,000","23,000","0","0%","1,150점","20110716","1589"
"242","컴퓨터/모바일","이것이 데이터 분석이다 with 파이썬","K032637599","9791162242513","93000","한빛미디어","윤기태 지음","28,000","25,200","2,800","10%","1,400점","20200210","1540"
"243","컴퓨터/모바일","이것이 Windows Server다 : 설치부터 운영까지 실무 현장 그대로!","8968488614","9788968488610","93000","한빛미디어","우재남 지음","30,000","27,000","3,000","10%","1,500점","20170701","1509"
"244","컴퓨터/모바일","Adobe XD","K232636622","9791156644750","93000","한빛아카데미(교재)","이영주 지음","27,000","27,000","0","0%","1,350점","20200106","1425"
"245","컴퓨터/모바일","암호학과 네트워크 보안","8964213017","9788964213018","93560","한티미디어","Behrouz Forouzan 지음, 이재광 외 옮김","35,000","35,000","0","0%","1,050점","20171130","1229"
"246","컴퓨터/모바일","시스템 프로그래밍","8970508279","9788970508276","93000","생능출판사","이상곤.조충호 지음","25,000","25,000","0","0%","1,250점","20150212","1153"
"247","컴퓨터/모바일","AutoCAD 2018 기초와 실습","8942915450","9788942915453","93560","일진사","김재중 지음","25,000","22,500","2,500","10%","1,250점","20180115","1116"
"248","컴퓨터/모바일","데이터베이스 시스템","K252635812","9791156006664","93560","홍릉(홍릉과학출판사)","Ramez A. Elmasri 외 지음, 황규영 외 옮김","37,000","37,000","0","0%","0점","20190430","1038"
"249","컴퓨터/모바일","나도 쉽게 잘 만드는 맛있는 C 언어","K962638683","9791188831401","","연두에디션","노순국 외 지음","19,000","19,000","0","0%","0점","20200210","960"
"250","컴퓨터/모바일","브루스 테이트의 세븐 랭귀지","8968481857","9788968481857","93000","한빛미디어","브루스 테이트 지음, 임백준 옮김","25,000","22,500","2,500","10%","1,250점","20150501","766"
"251","컴퓨터/모바일","프로그램 새내기를 위한 C언어 프로그래밍","8970187928","9788970187921","","기한재","채현석.김형민.이종대 지음","19,000","19,000","0","0%","570점","20190305","765"
"252","컴퓨터/모바일","순서도를 이용한 코딩과의 첫 만남 1","8984688207","9788984688209","93000","21세기사","김득수 지음","20,000","19,000","1,000","5%","1,000점","20190103","720"
"253","컴퓨터/모바일","스크래치를 통한 생활 속의 소프트웨어 코딩","8959727474","9788959727476","93000","청람","피수영 지음","19,000","19,000","0","0%","570점","20200310","580"
"254","컴퓨터/모바일","아두이노 드론 만들고 날리고 직접 코딩하기","K832637017","9791185553610","13000","앤써북","서민우 지음","22,000","19,800","2,200","10%","1,100점","20200320","565"
"255","컴퓨터/모바일","모두의 파이썬","K692534094","9791160505856","93000","길벗","이승찬 지음","12,000","10,800","1,200","10%","600점","20181009","6932"
"256","컴퓨터/모바일","밑바닥부터 시작하는 딥러닝 2","K972635587","9791162241745","93000","한빛미디어","사이토 고키 지음, 개앞맵시 옮김","29,000","26,100","2,900","10%","1,450점","20190501","6101"
"257","컴퓨터/모바일","클린 아키텍처","8966262473","9788966262472","14000","인사이트","로버트 C. 마틴 지음, 송준이 옮김","29,000","26,100","2,900","10%","1,450점","20190820","6031"
"258","컴퓨터/모바일","Do it! 자바스크립트 + 제이쿼리 입문","K632532422","9791163030034","13000","이지스퍼블리싱","정인용 지음","20,000","18,000","2,000","10%","1,000점","20180406","5502"
"259","컴퓨터/모바일","Do it! 정직하게 코딩하며 배우는 딥러닝 입문","K932636873","9791163031093","13000","이지스퍼블리싱","박해선 지음","19,800","17,820","1,980","10%","990점","20190920","5025"
"260","컴퓨터/모바일","C 언어 코딩 도장","K522535579","9791187345282","93560","길벗","남재윤 지음","25,000","22,500","2,500","10%","1,250점","20160630","4969"
"261","컴퓨터/모바일","Clip Studio Paint, 캐릭터를 살리는 배경 그리기 노하우","8931460120","9788931460124","14000","영진.com(영진닷컴)","요-시미즈 지음, 김재훈 옮김","22,000","19,800","2,200","10%","1,100점","20190430","4508"
"262","컴퓨터/모바일","편집디자인 강의 with 인디자인","K912636371","9791162242216","13000","한빛미디어","황지완 지음","26,000","23,400","2,600","10%","1,300점","20191007","4313"
"263","컴퓨터/모바일","오브젝트","K972635015","9791158391409","93500","위키북스","조영호 지음","38,000","34,200","3,800","10%","1,900점","20190617","4141"
"264","컴퓨터/모바일","웹툰 제작 무작정 따라하기 by 포토샵+SAI+스케치업","K832530649","9791160501537","03000","길벗","로웰씨.시안 지음","26,000","23,400","2,600","10%","1,300점","20170420","3465"
"265","컴퓨터/모바일","Do it! AutoCAD 오토캐드 2020","K132635805","9791163030829","13000","이지스퍼블리싱","박한울 지음","25,000","22,500","2,500","10%","1,250점","20190517","3464"
"266","컴퓨터/모바일","패턴 인식과 머신 러닝","K812533058","9791188621255","93000","제이펍","크리스토퍼 비숍 지음, 김형진 옮김","46,000","41,400","4,600","10%","2,300점","20180910","3251"
"267","컴퓨터/모바일","타이포그래피 교과서","8970594582","9788970594583","93630","안그라픽스","제임스 크레이그 외 지음, 최문경 외 옮김, 안상수 감수","23,000","20,700","2,300","10%","1,150점","20100818","3127"
"268","컴퓨터/모바일","Hello Coding 그림으로 개념을 이해하는 알고리즘","896848354X","9788968483547","94000","한빛미디어","아디트야 바르가바 지음, 김도형 옮김","22,000","19,800","2,200","10%","1,100점","20170401","3102"
"269","컴퓨터/모바일","이득우의 언리얼 C++ 게임 개발의 정석","K822534189","9791161752204","94000","에이콘출판","이득우 지음","50,000","45,000","5,000","10%","2,500점","20181026","2740"
"270","컴퓨터/모바일","마스터 알고리즘","K452535482","9791185459547","03560","비즈니스북스","페드로 도밍고스 지음, 강형진 옮김, 최승진 감수","22,000","19,800","2,200","10%","1,100점","20160730","2620"
"271","컴퓨터/모바일","HTTP 완벽 가이드","8966261205","9788966261208","13000","인사이트","데이빗 고울리 외 지음, 정상일 외 옮김","39,000","35,100","3,900","10%","1,950점","20141215","2607"
"272","컴퓨터/모바일","Do it! 웹 사이트 따라 만들기","K432636206","9791163031192","13000","이지스퍼블리싱","김윤미 지음","16,000","14,400","1,600","10%","800점","20191128","2494"
"273","컴퓨터/모바일","PC 조립 하드웨어 무작정 따라하기 (윈도우 10 사용자용)","K802535013","9791187345763","03000","길벗","이순원 지음","22,000","19,800","2,200","10%","1,100점","20160909","2454"
"274","컴퓨터/모바일","현대 반도체 소자 공학","8998756390","9788998756390","93560","한빛아카데미(교재)","첸밍 후 지음, 권기영.신형철.이종호 옮김","25,000","25,000","0","0%","0점","20130805","2430"
"275","컴퓨터/모바일","시작하세요! 텐서플로 2.0 프로그래밍","K372636628","9791158391812","93000","위키북스","김환희 지음","30,000","27,000","3,000","10%","1,500점","20200115","2405"
"276","컴퓨터/모바일","Do it! 코틀린 프로그래밍","K192635811","9791163030843","13000","이지스퍼블리싱","황영덕 지음","30,000","27,000","3,000","10%","1,500점","20190528","2313"
"277","컴퓨터/모바일","뚝딱뚝딱 배우는 컴퓨터 왕기초 (윈도우10 & 인터넷 & 한글 2010 & 엑셀 2010 & 파워포인트 2010)","K082636634","9791125467267","13000","시대인","IT교재연구팀 엮음","14,000","12,600","1,400","10%","700점","20200130","2110"
"278","컴퓨터/모바일","나만의 로블록스 게임 만들기","8931460260","9788931460261","14000","영진.com(영진닷컴)","데이비드 재그노 지음, 추성호 외 옮김","14,000","12,600","1,400","10%","700점","20190525","2058"
"279","컴퓨터/모바일","사물 인터넷 (IoT)","8970509461","9788970509464","93000","생능출판사","양순옥.김성석 지음","21,000","21,000","0","0%","630점","20180228","2036"
"280","컴퓨터/모바일","JSPstudy의 JSP 웹프로그래밍 입문 + 활용","K522534222","9791185553481","13000","앤써북","정동진.최주호.윤성훈 지음","23,000","20,700","2,300","10%","1,150점","20190125","1976"
"281","컴퓨터/모바일","가르치지 말고 보여주자","K792637691","9791189580247","03320","플랜비디자인","김윤미.김진경 지음","17,000","15,300","1,700","10%","850점","20200210","1975"
"282","컴퓨터/모바일","Power JAVA Compact","K972532410","9791185578354","93000","인피니티북스","천인국 지음","27,000","27,000","0","0%","1,350점","20180227","1965"
"283","컴퓨터/모바일","UI/UX 디자인 이론과 실습 with Adobe XD","K452636003","9791156644651","93000","한빛아카데미(교재)","이영주 지음","28,000","28,000","0","0%","1,400점","20200106","1927"
"284","컴퓨터/모바일","Mano의 컴퓨터시스템구조","K852536470","9791195444977","93","프로텍미디어","M.Morris Mano 지음, 김종상 옮김","33,000","33,000","0","0%","0점","20170120","1875"
"285","컴퓨터/모바일","데이타베이스론","8935304492","9788935304493","93000","정익사","이석호 지음","27,000","27,000","0","0%","0점","20170820","1829"
"286","컴퓨터/모바일","마인크래프트 PVP 미니게임 가이드","8931456956","9788931456950","14690","영진.com(영진닷컴)","Mojang AB 지음","12,000","10,800","1,200","10%","600점","20180810","1794"
"287","컴퓨터/모바일","세상에서 제일 친절한 엑셀 매크로 & VBA","K432636223","9791162242537","13000","한빛미디어","박재영 지음","16,000","14,400","1,600","10%","800점","20200106","1780"
"288","컴퓨터/모바일","타이포그래피 천일야화","8970595112","9788970595115","93600","안그라픽스","원유홍.서승연.송명민 지음","29,000","26,100","2,900","10%","1,450점","20190823","1693"
"289","컴퓨터/모바일","Do it! 리액트 프로그래밍 정석","K332637108","9791163031451","13000","이지스퍼블리싱","박호준 지음","36,000","32,400","3,600","10%","1,800점","20200207","1640"
"290","컴퓨터/모바일","차세대 웹 프로그래밍 : HTML5 + CSS3 + JavaScript","K522531205","9791156643302","93000","한빛아카데미(교재)","홍성용 지음","26,000","26,000","0","0%","0점","20170730","1527"
"291","컴퓨터/모바일","단단한 머신러닝","K602637812","9791188621989","","제이펍","조우쯔화 지음, 김태헌 옮김","30,000","27,000","3,000","10%","1,500점","20200228","1415"
"292","컴퓨터/모바일","문제해결과 컴퓨팅 사고를 위한 파이썬","K212531824","9791185578330","93300","인피니티북스","천인국 지음","12,000","12,000","0","0%","600점","20170830","1357"
"293","컴퓨터/모바일","이산수학 및 응용","8964211456","9788964211458","93410","한티미디어","Susanna S. Epp 지음, 김환구 외 옮김","35,000","35,000","0","0%","1,750점","20130304","1329"
"294","컴퓨터/모바일","데이터 분석을 떠받치는 수학","K782636239","9791158391843","93000","위키북스","손민규 지음","27,000","24,300","2,700","10%","1,350점","20200103","1275"
"295","컴퓨터/모바일","포토샵 CC 2019","K702635482","9791156644453","93000","한빛아카데미(교재)","이영주 지음","22,000","22,000","0","0%","1,100점","20190419","1206"
"296","컴퓨터/모바일","비주얼 베이직 2019 입문","K032636029","9791156644699","93000","한빛아카데미(교재)","임관철 지음","25,000","25,000","0","0%","1,250점","20200106","1205"
"297","컴퓨터/모바일","PHP 프로그래밍 입문","K772635102","9791156644446","93000","한빛아카데미(교재)","황재호 지음","25,000","25,000","0","0%","1,250점","20190520","1151"
"298","컴퓨터/모바일","심리통계학의 이해","8958324767","9788958324768","93180","시그마프레스","최숙희 지음","20,000","20,000","0","0%","1,000점","20090102","1126"
"299","컴퓨터/모바일","파워포인트 2016","K152635622","9791156644514","93000","한빛아카데미(교재)","김지연 지음","19,000","19,000","0","0%","950점","20190629","1025"
"300","컴퓨터/모바일","최신 컴퓨터 개론과 정보기술의 이해","8970187774","9788970187778","93","기한재","왕종수 지음","23,000","23,000","0","0%","0점","20170220","1001"
"301","컴퓨터/모바일","원리로 이해하는 통신이론","1156641446","9791156641445","93560","한빛아카데미(교재)","한동석 지음","24,000","24,000","0","0%","0점","20150101","956"
"302","컴퓨터/모바일","수치해석학 바이블","K112534882","9791156644019","93410","한빛아카데미(교재)","워드 체니.데이비드 킨케이드 지음, 이병준 외 옮김, 강명주 감수","32,000","32,000","0","0%","0점","20180928","934"
"303","컴퓨터/모바일","인생에도 수학처럼 답이 있다면","8965402662","9788965402664","03410","프리렉","하마다 히로시 지음, 안동현 옮김","18,000","16,200","1,800","10%","900점","20200227","930"
"304","컴퓨터/모바일","AutoCAD 기계설계제도","8942915353","9788942915354","13550","일진사","이광수.계상덕.김성원 지음","30,000","27,000","3,000","10%","1,500점","20190225","815"
"305","컴퓨터/모바일","그림으로 배우는 C Programming","8931453973","9788931453973","13000","영진.com(영진닷컴)","Mana Takahashi 지음","18,000","16,200","1,800","10%","900점","20160710","768"
"306","컴퓨터/모바일","데이터처리입문","8957272305","9788957272305","93310","그린","한근식 지음","16,000","16,000","0","0%","0점","20150228","577"
"307","컴퓨터/모바일","창업부터 운영까지 단계별로 실천하는 SNS 마케팅","K812638629","9791190665049","13000","제이펍","강진영.유영진 지음","18,000","16,200","1,800","10%","900점","20200406","570"
"308","컴퓨터/모바일","파이썬과 케라스로 배우는 강화학습","K212638830","9791158392017","93500","위키북스","이웅원 외 지음","28,000","25,200","2,800","10%","1,400점","20200407","550"
"309","컴퓨터/모바일","한 권으로 끝내는 타오바오 + 알리바바 직구 완전정복","K442638522","9791185553627","13000","앤써북","정민영.백은지 지음","17,500","15,750","1,750","10%","870점","20200430","510"
"310","컴퓨터/모바일","모두의 데이터 분석 with 파이썬","K602635687","9791160507812","93000","길벗","송석리.이현아 지음","18,000","16,200","1,800","10%","900점","20190425","4920"
"311","컴퓨터/모바일","초등학생이 알아야 할 숫자, 컴퓨터와 코딩 100가지","K612534559","9791188454266","74370","어스본코리아","앨리스 제임스 외 지음, 페데리코 마리아니 외 그림, 배장열 옮김, 조너선 존스 감수","13,000","11,700","1,300","10%","650점","20190226","4066"
"312","컴퓨터/모바일","다시 시작하는 일러스트 해체신서","K012534633","9791160073416","13650","한즈미디어(한스미디어)","다테나오토.무토 키요시 지음, 김재훈 옮김","16,500","14,850","1,650","10%","820점","20190129","3962"
"313","컴퓨터/모바일","허팝과 함께하는 유튜브 크리에이터 되기","K392531220","9791162240007","13000","한빛미디어","허팝.강전희.안정기 지음","15,000","13,500","1,500","10%","750점","20170928","3688"
"314","컴퓨터/모바일","코드로 배우는 스프링 웹 프로젝트","K012534261","9791189184018","93000","남가람북스","구멍가게 코딩단 지음","38,000","34,200","3,800","10%","1,900점","20180913","3667"
"315","컴퓨터/모바일","15초면 충분해, 틱톡!","K712635215","9791186137994","13590","베가북스","옐언니 지음","14,800","13,320","1,480","10%","740점","20190617","3542"
"316","컴퓨터/모바일","짧은 애니메이션 만들기 with 클립 스튜디오","K742532932","9791162240557","13000","한빛미디어","요시베 나오키 지음, 김재훈 옮김","25,000","22,500","2,500","10%","1,250점","20180409","3422"
"317","컴퓨터/모바일","까칠한 조땡의 파워포인트 디자인","K522636678","9791196626341","13000","애드앤미디어","조현석 지음","19,000","17,100","1,900","10%","950점","20191007","3418"
"318","컴퓨터/모바일","파이썬으로 데이터 주무르기","K372532974","9791186697474","93000","비제이퍼블릭","민형기 지음","27,500","24,750","2,750","10%","1,370점","20171229","3342"
"319","컴퓨터/모바일","파이썬 라이브러리를 활용한 머신러닝","K912635663","9791162241646","93000","한빛미디어","안드레아스 뮐러.세라 가이도 지음, 박해선 옮김","32,000","28,800","3,200","10%","1,600점","20190329","3245"
"320","컴퓨터/모바일","파이썬 웹 프로그래밍","K982533143","9791162241042","93000","한빛미디어","김석훈 지음","22,000","19,800","2,200","10%","1,100점","20180817","3022"
"321","컴퓨터/모바일","모던 웹을 위한 HTML5+CSS3 바이블","K272635190","9791162241585","94000","한빛미디어","윤인성 지음","32,000","28,800","3,200","10%","1,600점","20190501","3007"
"322","컴퓨터/모바일","마인크래프트 건축 장인 되기","893027045X","9788930270458","73690","예림당","조이 데이비 외 지음, 이주안 옮김","12,000","10,800","1,200","10%","600점","20170530","2721"
"323","컴퓨터/모바일","꼼꼼한 아마존 셀러 가이드북","K012636580","9791157831647","13320","e비즈북스","서주영 지음","28,500","25,650","2,850","10%","1,420점","20191030","2651"
"324","컴퓨터/모바일","기계는 어떻게 생각하는가?","K482636412","9791163031253","13000","이지스퍼블리싱","숀 게리시 지음, 이수겸 옮김","18,000","16,200","1,800","10%","900점","20191227","2625"
"325","컴퓨터/모바일","파이썬으로 배우는 알고리즘 트레이딩","K992635866","9791158391461","93000","위키북스","조대표 지음","40,000","36,000","4,000","10%","2,000점","20190312","2619"
"326","컴퓨터/모바일","시작하세요!  Final Cut Pro X 10.4","K492534055","9791158391423","93000","위키북스","박경인 지음","34,000","30,600","3,400","10%","1,700점","20190226","2607"
"327","컴퓨터/모바일","인스파이어드","K122534513","9791188621484","03320","제이펍","마티 케이건 지음, 황진수 옮김","24,000","21,600","2,400","10%","1,200점","20181228","2602"
"328","컴퓨터/모바일","Introduction to Algorithms","6000747494","9791156641131","93000","한빛아카데미(교재)","토머스 코멘 외 지음, 문병로 외 옮김","47,000","47,000","0","0%","0점","20140630","2439"
"329","컴퓨터/모바일","시작하세요! 도커/쿠버네티스","K342636418","9791158391829","93000","위키북스","용찬호 지음","36,000","32,400","3,600","10%","1,800점","20200103","2305"
"330","컴퓨터/모바일","한 권으로 그리는 컴퓨터과학 로드맵","8966262198","9788966262199","13000","인사이트","블라드스톤 페헤이라 필루 지음, 박연오 옮김","18,000","16,200","1,800","10%","900점","20180419","2178"
"331","컴퓨터/모바일","엑셀 2013","8970508376","9788970508375","93000","생능출판사","홍의경 지음","20,000","20,000","0","0%","1,000점","20150223","2133"
"332","컴퓨터/모바일","파이썬 자료구조와 알고리즘","K652635124","9791162241912","93000","한빛미디어","미아 스타인 지음, 최길우 옮김","22,000","19,800","2,200","10%","1,100점","20190628","2078"
"333","컴퓨터/모바일","현대기초통계학 이해와 적용","8999719243","9788999719240","93310","학지사","성태제 지음","25,000","25,000","0","0%","750점","20190220","2036"
"334","컴퓨터/모바일","고객이 보이는 구글 애널리틱스","K612636439","9791162242728","93000","한빛미디어","문준영 지음","30,000","27,000","3,000","10%","1,500점","20200201","2025"
"335","컴퓨터/모바일","하루 만에 배우는 안드로이드 앱 만들기","8931461631","9788931461633","93000","영진.com(영진닷컴)","서창준 지음","20,000","18,000","2,000","10%","1,000점","20191122","1984"
"336","컴퓨터/모바일","세계적인 투자은행의 엑셀 업무 활용법","K132434428","9791195526123","13320","아이스토리(ISTORY)","쿠마노 히토시 지음, 김용화 옮김","15,000","13,500","1,500","10%","750점","20160222","1911"
"337","컴퓨터/모바일","최적합 국제인증자격증 ACA 포토샵 CC","8931554974","9788931554977","13000","성안당","김완섭 지음","17,000","15,300","1,700","10%","850점","20180105","1822"
"338","컴퓨터/모바일","오준석의 플러터 생존 코딩","K302637105","9791162242834","93000","한빛미디어","오준석 지음","28,000","25,200","2,800","10%","1,400점","20200301","1800"
"339","컴퓨터/모바일","LabVIEW의 정석 : 기본편 (컬러판)","8992649916","9788992649919","93560","인피니티북스","손혜영 지음","28,000","28,000","0","0%","1,400점","20160204","1787"
"340","컴퓨터/모바일","Operating System Concepts 에센셜","K992534541","9791156006220","93000","홍릉(홍릉과학출판사)","Abraham Silberschatz 외 지음, 조유근 외 옮김","35,000","35,000","0","0%","0점","20190103","1786"
"341","컴퓨터/모바일","시작하세요! C# 8.0 프로그래밍","K642636592","9791158391805","93000","위키북스","정성태 지음","32,000","28,800","3,200","10%","1,600점","20191121","1622"
"342","컴퓨터/모바일","공학도를 위한 매트랩","K222531514","9791185475301","93560","퍼스트북","Holly Moore 지음, 유태훈 옮김","35,000","35,000","0","0%","0점","20170825","1621"
"343","컴퓨터/모바일","모바일웹 + 웹앱 + 하이브리드앱 입문","8970508864","9788970508863","93000","생능출판사","박성진 지음","33,000","33,000","0","0%","990점","20170105","1617"
"344","컴퓨터/모바일","마인크래프트 몹 백과사전","8931456700","9788931456707","14690","영진.com(영진닷컴)","Mojang AB 지음, 박재온 옮김","16,000","14,400","1,600","10%","800점","20171230","1615"
"345","컴퓨터/모바일","TCP/IP 윈도우 소켓 프로그래밍","8998756447","9788998756444","93000","한빛아카데미(교재)","김선우 지음","25,000","25,000","0","0%","0점","20130730","1526"
"346","컴퓨터/모바일","매트랩의 정석","K972535207","9791185578255","93000","Wiley","Amos Gilat 지음, 부광석 외 옮김","26,000","26,000","0","0%","1,300점","20160825","1519"
"347","컴퓨터/모바일","테크니컬 리더","8966260659","9788966260652","13560","인사이트","제럴드 M. 와인버그 지음, 조승빈 옮김","18,000","16,200","1,800","10%","900점","20130125","1493"
"348","컴퓨터/모바일","엑셀 & 파워포인트 & 워드 2016 + 한글 2014 무작정 따라하기","K942434822","9791186978597","03000","길벗","박미정.박은진 지음","18,000","16,200","1,800","10%","900점","20160219","1475"
"349","컴퓨터/모바일","파이썬과 함께하는 자료구조의 이해","8970509402","9788970509402","93000","생능출판사","양성봉 지음","25,000","25,000","0","0%","750점","20180109","1467"
"350","컴퓨터/모바일","은노기의 JSP 웹 프로그래밍 입문","8958972785","9788958972785","13560","삼양미디어","김은옥 지음","28,000","25,200","2,800","10%","1,400점","20151005","1457"
"351","컴퓨터/모바일","오라클을 기반으로 하는 데이터베이스 배움터","8970506799","9788970506791","93560","생능출판사","홍의경 지음","27,000","27,000","0","0%","1,350점","20140228","1438"
"352","컴퓨터/모바일","맥OS 카탈리나 무작정 따라하기","K932636592","9791160509731","03000","길벗","고경희 지음","20,000","18,000","2,000","10%","1,000점","20191111","1378"
"353","컴퓨터/모바일","컴퓨팅 사고와 함께하는 파이썬 기초부터 인공지능 응용까지","K122636840","9791188831302","","연두에디션","김성백.김철민.박찬정 지음","24,000","24,000","0","0%","0점","20191220","1355"
"354","컴퓨터/모바일","디지털 콘텐츠 기획","K352535183","9791156642718","93000","한빛아카데미(교재)","김성은 지음","26,000","26,000","0","0%","0점","20160627","1337"
"355","컴퓨터/모바일","R로 하는 빅데이터 분석 : 데이터 전처리와 시각화","K072636510","9791196014490","93000","숨은원리","김권현 지음","25,000","22,500","2,500","10%","1,250점","20200114","1330"
"356","컴퓨터/모바일","최신 컴퓨터 구조","K202635351","9791156644569","93000","한빛아카데미(교재)","임석구.홍경호 지음","28,000","28,000","0","0%","1,400점","20190817","1305"
"357","컴퓨터/모바일","R로 배우는 코딩","8970509380","9788970509389","93000","생능출판사","장용식.강희구 지음","30,000","30,000","0","0%","900점","20180125","1292"
"358","컴퓨터/모바일","파이선으로 쉽게 배우는 프로그래밍 입문","K332532579","9791156643777","93000","한빛아카데미(교재)","조인석 지음","21,000","21,000","0","0%","0점","20171221","1284"
"359","컴퓨터/모바일","초보자를 위한 유니티 입문 (개정판)","K702635870","9791162241653","93000","한빛미디어","아사노 유이치.아라카와 다쿠야 지음, 윤준 옮김","28,000","25,200","2,800","10%","1,400점","20190401","1243"
"360","컴퓨터/모바일","운영체제 아주 쉬운 세 가지 이야기","K592530849","9791156004899","93000","홍릉(홍릉과학출판사)","Remzi H. Arpaci-Dusseau 외 지음, 원유집 옮김","33,000","33,000","0","0%","0점","20170220","1204"
"361","컴퓨터/모바일","구글 스프레드시트 바이블","K692636219","9791196795504","13000","스타비즈","다케다 마사토 지음, 김정규 옮김","22,000","19,800","2,200","10%","1,100점","20191215","1165"
"362","컴퓨터/모바일","MATLAB으로 배우는 공학수학","K822532434","9791156643869","93560","한빛아카데미(교재)","소상균 지음","28,000","28,000","0","0%","0점","20180405","1156"
"363","컴퓨터/모바일","메이커 다은쌤의 Tinkercad","8931461348","9788931461343","14000","영진.com(영진닷컴)","전다은 지음","13,000","11,700","1,300","10%","650점","20190930","1149"
"364","컴퓨터/모바일","오라클 SQL과 PL/SQL","8970509283","9788970509280","93000","생능출판사","서진수.김균도 지음","32,000","32,000","0","0%","960점","20170908","1146"
"365","컴퓨터/모바일","러닝스쿨! 한 권으로 끝내는 HTML + CSS 웹 디자인 입문","K292636411","9791158391782","93000","위키북스","Mana 지음, 윤인성 옮김","25,000","22,500","2,500","10%","1,250점","20200103","1095"
"366","컴퓨터/모바일","Step by Step 안드로이드 프로그래밍","K532635738","9791185578453","93000","인피니티북스","장용식.성낙현 지음","33,000","33,000","0","0%","1,650점","20190712","1070"
"367","컴퓨터/모바일","후니의 쉽게 쓴 시스코 네트워킹","8931589190","9788931589191","13000","성안당","진강훈 외 지음","36,000","36,000","0","0%","0점","20200316","1060"
"368","컴퓨터/모바일","MFC 윈도우 프로그래밍","K182531584","9791156643265","93000","한빛아카데미(교재)","강경우 지음","27,000","27,000","0","0%","0점","20170626","1022"
"369","컴퓨터/모바일","정보보안 이론과 실제","K182433657","9791156642008","93000","한빛아카데미(교재)","마크 스탬프 지음, 안태남.손용락.이광석 옮김","25,000","25,000","0","0%","0점","20150914","994"
"370","컴퓨터/모바일","순서도 작성 기법","1185123237","9791185123233","93000","북스홀릭퍼블리싱","주형석.이규건 지음","22,000","22,000","0","0%","0점","20141027","988"
"371","컴퓨터/모바일","DirectX 12를 이용한 3D 게임 프로그래밍 입문","8968487790","9788968487798","93000","한빛미디어","프랭크 D. 루나 지음, 류광 옮김","50,000","45,000","5,000","10%","2,500점","20170525","921"
"372","컴퓨터/모바일","Start up 아보느의 홈페이지형 블로그 만들기","K122638582","9791188059973","","아티오","윤호찬 지음","15,000","13,500","1,500","10%","750점","20200310","845"
"373","컴퓨터/모바일","엑셀과 파워포인트 2013","K632536577","9791195730421","13000","연두에디션","조점란 외 3명 지음","23,000","23,000","0","0%","0점","20170125","802"
"374","컴퓨터/모바일","실무와 예제를 중심으로 한 Allegro OrCAD V16.6","K312433348","9791186541715","93560","복두출판사","김종오 외 지음","25,000","25,000","0","0%","1,250점","20150730","788"
"375","컴퓨터/모바일","다양한 생활문서 (한글 + 엑셀 + 파워포인트)","K932536086","9791186886281","13000","icox(아이콕스)","오상열 지음","11,000","9,900","1,100","10%","550점","20170131","723"
"376","컴퓨터/모바일","문제해결과 컴퓨팅 사고","K122638121","9791185578569","93000","인피니티북스","길준민 외 지음","20,000","20,000","0","0%","1,000점","20191219","720"
"377","컴퓨터/모바일","관계형 데이터 모델링 노트","K032532026","9791196319212","93000","위즈덤마인드","김기창 지음","39,000","35,100","3,900","10%","1,950점","20180330","699"
"378","컴퓨터/모바일","design school 프리미어 프로 CC","K302534114","9791156643937","93000","한빛아카데미(교재)","강재신 지음","25,000","25,000","0","0%","0점","20181207","685"
"379","컴퓨터/모바일","디지털 콘텐츠 실전 마케팅","8960882992","9788960882997","03320","디지털북스(아이생각)","이원준 지음","15,000","13,500","1,500","10%","750점","20200305","660"
